stage2_id,base_release_id,l4_id,label_en,label_ko,stage1_status,stage1_l3_id,stage1_abstention_reason,stage2_status,stage2_l3_id,stage2_method,stage2_fit_tier,stage2_suitability_score,stage2_hold_reason,top1_semantic_score,semantic_margin,composite_margin,anchor_top1_votes,rule_supported,gap_sentinels,taxonomy_gap_override,requires_human_review,human_approved,legacy_hierarchy_used_as_feature
stage2-v1,v1.0.0,RAI4-1279,Lack of reproducibility,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.225823,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.548027,0.004878,0.003659,1,False,"[""TRANSPARENCY_EXPLAINABILITY""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1287,Environment - post-deployment,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.221084,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.528624,0.002687,0.002015,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1293,Social manipulation in elderly- and child-care,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.209576,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.534431,0.013423,0.010068,0,False,"[""DEPENDENCY_MANIPULATION""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1294,Catastrophic risk due to autonomous weapons programmed with dangerous targets,,needs_taxonomy_decision,,PHYSICAL_OUTSIDE_LOCK,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.450563,PHYSICAL_OUTSIDE_LOCK,0.56123,0.018131,0.223598,1,True,"[""PHYSICAL_OUTSIDE_LOCK""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1295,Accelerated development of nanotechnology produces uncontrolled production of toxic nanoparticles,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.186554,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.512983,0.002665,0.001999,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1298,Moral deskilling,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.209061,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.507532,0.002877,0.002158,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1301,Power concentration,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.124278,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.469037,0.011951,0.008963,2,False,"[""LABOR_INEQUALITY_POWER""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1308,Toxicity generation,,needs_taxonomy_decision,,MULTI_MECHANISM,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.519745,MULTI_MECHANISM,0.61011,0.009707,0.022671,1,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1312,Lack of robustness,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.231145,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.540747,0.008758,0.006568,1,False,"[""ROBUSTNESS_ALIGNMENT_CONTROL""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1327,Indirect material harms,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.109961,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.519865,0.001138,0.000853,0,False,"[""ENVIRONMENT_ENERGY_RESOURCES""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1371,Impact on labor markets (job loss and displacement),,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.124983,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.491609,2e-05,1.5e-05,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1373,Environmental cost (energy consumption),,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.089493,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.494487,0.001507,0.00113,1,False,"[""ENVIRONMENT_ENERGY_RESOURCES""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1374,Environmental cost (water consumption),,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.086715,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.495219,0.000709,0.000532,1,False,"[""ENVIRONMENT_ENERGY_RESOURCES""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1378,Intellectual property,,needs_taxonomy_decision,,FRONTIER_EXPERT_REJECTED,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.925917,FRONTIER_EXPERT_REJECTED,0.666326,0.096762,0.302571,3,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1390,AI accidents,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.232623,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.546089,0.00689,0.005167,1,False,"[""TRANSPARENCY_EXPLAINABILITY""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1400,Anonymous resource acquisition,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.146951,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.499186,0.007044,0.005283,0,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1405,Environmental cost,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.184427,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.50803,0.00729,0.005467,2,False,"[""ENVIRONMENT_ENERGY_RESOURCES""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1408,AI system security vulnerability,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.238846,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.550498,0.003227,0.002421,0,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1410,Specification gaming,,needs_taxonomy_decision,,PHYSICAL_OUTSIDE_LOCK,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.622031,PHYSICAL_OUTSIDE_LOCK,0.586954,0.049224,0.036918,3,False,"[""PHYSICAL_OUTSIDE_LOCK""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1413,Demographic diversity of researchers,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.239401,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.512107,0.000503,0.000377,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1414,Privatization of AI,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.203276,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.506034,0.008485,0.006364,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1415,Between-country issues: global inequality,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.154648,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.485959,0.001613,0.00121,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1420,AI-based automation increases income inequality,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.177069,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.533726,0.001734,0.001301,1,False,"[""LABOR_INEQUALITY_POWER""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1431,Goal misalignment,,needs_taxonomy_decision,,FRONTIER_EXPERT_REJECTED,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.964524,FRONTIER_EXPERT_REJECTED,0.685238,0.04925,0.246938,3,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1447,Violence/armed conflict,,needs_taxonomy_decision,,FRONTIER_EXPERT_REJECTED,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.860164,FRONTIER_EXPERT_REJECTED,0.673797,0.037786,0.103355,2,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1453,Carbon emissions,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.180019,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.498684,0.010227,0.00767,2,False,"[""ENVIRONMENT_ENERGY_RESOURCES""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1456,Excessive water consumption,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.116276,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.51683,0.0035,0.002625,0,False,"[""ENVIRONMENT_ENERGY_RESOURCES""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1457,Natural resource depletion,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.136555,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.518489,0.000463,0.000347,1,False,"[""ENVIRONMENT_ENERGY_RESOURCES""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1469,Problems of synthetic data,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.21413,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.532232,0.00604,0.00453,0,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1479,Technical AI hazards,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.238052,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.55593,0.00091,0.000683,0,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1489,Training-related (robust overfitting in adversarial training),,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.16285,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.51489,0.012744,0.009558,0,False,"[""ROBUSTNESS_ALIGNMENT_CONTROL""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1493,Fine-tuning related (unexpected competence in fine-tuned versions of the upstream model),,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.167621,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.515197,0.004398,0.003298,0,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1507,Benchmarking (cross-lingual data contamination),,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.238798,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.561542,0.001831,0.001374,1,False,"[""GOVERNANCE_AUDIT_REGULATION""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1516,Encoded reasoning,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.207365,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.539967,0.001716,0.001287,0,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1521,Vulnerabilities arising from additional modalities in multimodal models,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.247621,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.543676,0.010582,0.007936,1,False,"[""ROBUSTNESS_ALIGNMENT_CONTROL""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1537,Situational awareness in AI systems,,needs_taxonomy_decision,,PHYSICAL_OUTSIDE_LOCK,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.395875,PHYSICAL_OUTSIDE_LOCK,0.578723,0.017458,0.013093,2,False,"[""PHYSICAL_OUTSIDE_LOCK""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1547,Democratizing access to dual-use technologies,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.212976,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.528023,0.001453,0.00109,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1549,Damage to critical infrastructure,,needs_taxonomy_decision,,PHYSICAL_OUTSIDE_LOCK,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.367123,PHYSICAL_OUTSIDE_LOCK,0.546641,0.025063,0.018797,2,False,"[""PHYSICAL_OUTSIDE_LOCK""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1550,Critical infrastructure component failures when integrated with AI systems,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.219392,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.523351,0.013579,0.010185,1,False,"[""ROBUSTNESS_ALIGNMENT_CONTROL""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1564,Misuse of drug-discovery models,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.228391,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.552497,0.000527,0.000395,0,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1568,High energy consumption of large models,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.156141,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.493999,0.01382,0.010365,1,False,"[""ENVIRONMENT_ENERGY_RESOURCES""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1572,Undesirable dispositions from human data,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.240461,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.513793,2.9e-05,0.132653,0,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1581,Sockpuppet-account creation,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.2078,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.481106,0.013218,0.009914,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1586,Targeting and personalisation,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.235775,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.509989,0.012812,0.009609,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1604,Impact on the environment,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.221716,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.526927,0.006511,0.004883,2,False,"[""ENVIRONMENT_ENERGY_RESOURCES""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1610,Labour market disruption,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.226065,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.533287,0.001727,0.001296,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1624,Personal data,,needs_taxonomy_decision,,LOW_ABSOLUTE_FIT,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.601948,LOW_ABSOLUTE_FIT,0.547411,0.034411,0.205808,3,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1632,Harm to the natural environment,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.176319,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.496559,0.007374,0.00553,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1656,Warfare and physical harm,,needs_taxonomy_decision,,PHYSICAL_OUTSIDE_LOCK,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.32876,PHYSICAL_OUTSIDE_LOCK,0.520988,0.00148,0.21111,2,True,"[""PHYSICAL_OUTSIDE_LOCK""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1657,Hazardous biological and chemical technologies,,needs_taxonomy_decision,,FRONTIER_EXPERT_DISAGREEMENT,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.647399,FRONTIER_EXPERT_DISAGREEMENT,0.558156,0.039864,0.239898,3,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1660,Effects on the workforce,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.199784,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.510448,2.4e-05,1.8e-05,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1661,Effects on inequality,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.243752,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.518546,0.004779,0.003584,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1664,Jailbreaks and prompt injections threaten security of LLMs,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.144253,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.51634,0.002722,0.002042,1,False,"[""ROBUSTNESS_ALIGNMENT_CONTROL""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1678,Physical-world backdoor in robotic manipulation,,needs_taxonomy_decision,,PHYSICAL_OUTSIDE_LOCK,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.469337,PHYSICAL_OUTSIDE_LOCK,0.592092,0.025467,0.0191,2,False,"[""GENERAL_AI_SECURITY"", ""PHYSICAL_OUTSIDE_LOCK""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1696,Social-world-model influence operations,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.05595,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.481862,0.000458,0.000344,1,False,"[""DELIBERATE_DISINFORMATION""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1702,Robustness to distributional shift [origin],,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.187041,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.524646,0.007179,0.005385,1,False,"[""ROBUSTNESS_ALIGNMENT_CONTROL""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-1712,Detrimental content,,needs_taxonomy_decision,,MULTI_MECHANISM,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.464098,MULTI_MECHANISM,0.627842,0.002909,0.005605,0,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-1722,Privacy harms,,needs_taxonomy_decision,,FRONTIER_EXPERT_DISAGREEMENT,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.925704,FRONTIER_EXPERT_DISAGREEMENT,0.666229,0.056687,0.222515,3,True,[],False,True,False,False
