l4_id,label_en,primary_l3_id,hold_basis
RAI4-1344,"Ethical risks (risks of exacerbating social discrimination and prejudice, and widening the intelligence divide)",RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1346,Deception - synthetic identities,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1347,Propaganda - digital impersonations,RAI3-G-INT-07,TAXONOMY_GAP:DELIBERATE_DISINFORMATION
RAI4-1349,Technical vulnerabilities (robustness - unexpected behaviour),RAI3-G-INT-01,TAXONOMY_GAP:GOVERNANCE_AUDIT_REGULATION|ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1350,Technical vulnerabilities (robustness - vulnerability to jailbreaking,RAI3-G-INT-11,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1352,Opacity (the black box problem),RAI3-A-SYS-02,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1354,Malicious use and abuse (cybercrime),RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1358,Malicious use and abuse (mass surveillance),RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1361,"Influence, overreliance and dependence (overreliance)",RAI3-G-SYS-08,TAXONOMY_GAP:DEPENDENCY_MANIPULATION
RAI4-1362,Nascent capabilities (agency and autonomy),RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1369,Concentration of market power (trend toward market concentration),RAI3-A-SYS-05,TAXONOMY_GAP:LABOR_INEQUALITY_POWER
RAI4-1370,Concentration of market power (negative effects of increased market concentration),RAI3-A-SYS-05,TAXONOMY_GAP:LABOR_INEQUALITY_POWER
RAI4-1372,Impact on labor markets (rising inequalities),RAI3-G-INT-10,TAXONOMY_GAP:LABOR_INEQUALITY_POWER
RAI4-1375,Artificial general intelligence (existential risk posed by artificial general intelligence),RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1379,Value chain and component integration,RAI3-A-SYS-02,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1382,Loss of corrigibility,RAI3-G-SYS-08,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1383,Safe learning,RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1384,Lack of intelligibility,RAI3-G-SYS-07,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1389,Discrimination and stereotype reproduction,RAI3-A-SYS-03,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1390,AI accidents,RAI3-A-SYS-02,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1391,AI-enabled cybercrime,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1394,Economic power centralisation and inequality,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1395,Ideological homogenization from value embedding,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1397,Acquisition of goals to seek power and control,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1398,Recursive self-improvement,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1399,Autonomous replication,RAI3-G-SYS-03,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1401,AI-enabled deception,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1405,Environmental cost,RAI3-G-SYS-05,TAXONOMY_GAP:ENVIRONMENT_ENERGY_RESOURCES
RAI4-1408,AI system security vulnerability,RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1412,Deceptive alignment,RAI3-G-SYS-08,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1413,Demographic diversity of researchers,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1414,Privatization of AI,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1416,Faster scientific progress makes it harder for governance to keep pace with development,RAI3-G-SYS-07,TAXONOMY_GAP:GOVERNANCE_AUDIT_REGULATION
RAI4-1420,AI-based automation increases income inequality,RAI3-A-SYS-04,TAXONOMY_GAP:LABOR_INEQUALITY_POWER
RAI4-1421,Developments in AI enable actors to undermine democratic processes,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1423,AI's persuasive capabilities are misused to gain influence and promote harmful ideologies,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1424,Risks from AIs developing goals and values that are different from humans,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1429,Lack of transparency and interpretability,RAI3-G-SYS-09,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1433,Overreliance on AI,RAI3-A-SYS-01,TAXONOMY_GAP:DEPENDENCY_MANIPULATION
RAI4-1453,Carbon emissions,RAI3-A-SYS-04,TAXONOMY_GAP:ENVIRONMENT_ENERGY_RESOURCES
RAI4-1457,Natural resource depletion,RAI3-G-INT-07,TAXONOMY_GAP:ENVIRONMENT_ENERGY_RESOURCES
RAI4-1458,Inadequate specification of ODD,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1462,Inappropriate degree of transparency to end users,RAI3-G-SYS-08,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1464,Choice of untrustworthy data source,RAI3-G-SYS-03,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1465,Lack of data understanding,RAI3-G-SYS-03,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1466,Incorrect data labels,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1467,Data poisoning,RAI3-G-SYS-03,TAXONOMY_GAP:GENERAL_AI_SECURITY
RAI4-1468,Insufficient data representation,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1469,Problems of synthetic data,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1470,Inappropriate data splitting,RAI3-G-INT-08,TAXONOMY_GAP:GOVERNANCE_AUDIT_REGULATION
RAI4-1471,Poor model design choices,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1473,Lack of explainability,RAI3-G-SYS-07,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1477,Data drift,RAI3-G-SYS-03,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1479,Technical AI hazards,RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1480,Procedural AI hazards,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1484,Trading capabilities,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1487,Data-related (manipulation of data by non-domain experts),RAI3-G-SYS-03,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1488,Training-related (adversarial examples),RAI3-G-INT-11,TAXONOMY_GAP:GENERAL_AI_SECURITY
RAI4-1489,Training-related (robust overfitting in adversarial training),RAI3-A-SYS-05,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1490,Training-related (robustness certificates can be exploited to attack the models),RAI3-G-INT-11,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1496,Fine-tuning related (degrading safety training due to benign fine-tuning),RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1497,Fine-tuning related (catastrophic forgetting due to continual instruction fine-tuning),RAI3-G-SYS-03,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1498,General evaluations (incorrect outputs of GPAI evaluating other AI models),RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1501,General evaluations (self-preference bias in AI models),RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1502,General evaluations (inaccurate measurement of model encoded human values),RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1503,General evaluations (biased evaluations of encoded human values),RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1504,General evaluations (AI outputs for which evaluation is too difficult for humans),RAI3-G-SYS-08,TAXONOMY_GAP:GENERAL_AI_SECURITY
RAI4-1505,Benchmarking (benchmark leakage or data contamination),RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1506,Benchmarking (raw data contamination),RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1507,Benchmarking (cross-lingual data contamination),RAI3-G-INT-08,TAXONOMY_GAP:GOVERNANCE_AUDIT_REGULATION
RAI4-1509,Benchmarking (annotation contamination),RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1512,Conflicts of interest in auditor selection,RAI3-A-SYS-05,TAXONOMY_GAP:GOVERNANCE_AUDIT_REGULATION
RAI4-1513,Misuse of interpretability techniques,RAI3-G-SYS-08,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1514,Misunderstanding or overestimating the results and scope of interpretability techniques,RAI3-G-SYS-08,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1515,Model outputs inconsistent with chain-of-thought reasoning,RAI3-G-SYS-05,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1516,Encoded reasoning,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1517,Jailbreak of a model to subvert intended behavior,RAI3-G-INT-11,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1521,Vulnerabilities arising from additional modalities in multimodal models,RAI3-A-SYS-05,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1527,Misuse of AI model by user-performed persuasion,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1530,Reward or measurement tampering,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1532,Goal misgeneralization,RAI3-G-SYS-08,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1534,Deceptive behavior for game-theoretical reasons,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1540,Agency (persuasive capabilities),RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1543,Unintended outbound communication by AI systems,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1545,Model weight leak,RAI3-G-INT-11,TAXONOMY_GAP:GENERAL_AI_SECURITY|ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1550,Critical infrastructure component failures when integrated with AI systems,RAI3-G-SYS-05,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1551,AI systems interacting with brittle environments,RAI3-A-SYS-04,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1552,Overreliance on AI system undermining user autonomy,RAI3-G-SYS-08,TAXONOMY_GAP:DEPENDENCY_MANIPULATION
RAI4-1560,GPAI assisted impersonation,RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1568,High energy consumption of large models,RAI3-A-SYS-04,TAXONOMY_GAP:ENVIRONMENT_ENERGY_RESOURCES
RAI4-1579,Vulnerable AI agents,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1580,Undetectable threats,RAI3-A-SYS-06,TAXONOMY_GAP:GENERAL_AI_SECURITY|TRANSPARENCY_EXPLAINABILITY
RAI4-1583,Evidence falsification,RAI3-G-SYS-03,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1588,Model diversion,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1590,Data poisoning,RAI3-G-INT-08,TAXONOMY_GAP:GENERAL_AI_SECURITY
RAI4-1595,Data poisoning,RAI3-G-SYS-03,TAXONOMY_GAP:GENERAL_AI_SECURITY
RAI4-1596,Poor model accuracy,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1600,Unexplainable output,RAI3-G-SYS-08,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1601,Unreliable source attribution,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1603,Impact on cultural diversity,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1604,Impact on the environment,RAI3-A-SYS-04,TAXONOMY_GAP:ENVIRONMENT_ENERGY_RESOURCES
RAI4-1605,Institutional trust loss,RAI3-G-SYS-03,TAXONOMY_GAP:DELIBERATE_DISINFORMATION
RAI4-1609,Loss of confidence / trust,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1611,"Bias, fairness and representational harms",RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1614,AI-enabled cyber operations,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1615,Disinformation and influence operations,RAI3-G-SYS-03,TAXONOMY_GAP:DELIBERATE_DISINFORMATION
RAI4-1616,Future AI systems might actively reduce human control,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1617,Capabilities that could be used to reduce human control - manipulation,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1618,Capabilities that could be used to reduce human control - cyber offence,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1635,Situational awareness capability,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1636,Theory of mind capability,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1638,Persuasion capability,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1639,Strategic deception propensity,RAI3-A-SYS-05,TAXONOMY_GAP:DELIBERATE_DISINFORMATION
RAI4-1642,Supervision evasion propensity,RAI3-A-SYS-06,TAXONOMY_GAP:GOVERNANCE_AUDIT_REGULATION
RAI4-1650,Groups of LLM-Agents may show emergent functionality,RAI3-A-SYS-04,TAXONOMY_GAP:GOVERNANCE_AUDIT_REGULATION
RAI4-1652,Dual-use capabilities enable malicious use and misuse of LLMs,RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1653,Misinformation and manipulation,RAI3-G-SYS-03,TAXONOMY_GAP:DELIBERATE_DISINFORMATION
RAI4-1658,Domain-specific misuses,RAI3-G-INT-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1659,Overreliance on AI,RAI3-G-SYS-08,TAXONOMY_GAP:DEPENDENCY_MANIPULATION
RAI4-1663,Corporate power may impeded effective governance,RAI3-A-SYS-06,TAXONOMY_GAP:GOVERNANCE_AUDIT_REGULATION
RAI4-1664,Jailbreaks and prompt injections threaten security of LLMs,RAI3-G-SYS-05,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1667,Vulnerability to poisoning and backdoors,RAI3-G-INT-11,TAXONOMY_GAP:GENERAL_AI_SECURITY
RAI4-1674,Shutdown resistance / corrigibility failure,RAI3-G-SYS-01,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1675,Action-space safety misalignment,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1676,Embodied jailbreak to physical harm,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1683,Specification and system design failures,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1687,Representation / training-data poisoning,RAI3-G-INT-11,TAXONOMY_GAP:GENERAL_AI_SECURITY
RAI4-1690,World-model extraction / inversion,RAI3-G-INT-11,TAXONOMY_GAP:GENERAL_AI_SECURITY
RAI4-1691,Goal misgeneralisation (world-model-equipped),RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1692,Deceptive alignment via self-simulation,RAI3-A-SYS-05,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1693,Reward hacking via world-model exploitation,RAI3-A-SYS-05,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1697,Counterfactual authority problem,RAI3-G-SYS-03,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1699,Reward hacking,RAI3-A-SYS-04,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1700,Scalable oversight failure,RAI3-A-SYS-06,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1702,Robustness to distributional shift [origin],RAI3-A-SYS-04,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1705,Lack of monitoring,RAI3-G-SYS-09,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1706,Undesirable behaviour (rational-agent),RAI3-A-SYS-04,TAXONOMY_GAP:ROBUSTNESS_ALIGNMENT_CONTROL
RAI4-1710,Harm to infrastructure,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1713,Bias and differential treatment,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1715,Violation of human and civil rights,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1716,Violation of democratic norms,RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
RAI4-1719,Lack of security and resilience,RAI3-G-SYS-09,TAXONOMY_GAP:GENERAL_AI_SECURITY
RAI4-1720,Lack of accountability and transparency,RAI3-G-SYS-09,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1721,Lack of explainability and interpretability,RAI3-G-INT-10,TAXONOMY_GAP:TRANSPARENCY_EXPLAINABILITY
RAI4-1723,Harmful bias and unfairness,RAI3-G-SYS-08,OVERLOADED_L3_LOW_EVIDENCE_FIT
RAI4-1724,Physical harm (death),RAI3-G-INT-10,ANTHROPOMORPHISM_DIRECT_MECHANISM_NOT_ESTABLISHED
